template_age supratentorial_tissue supratentorial_csf ventricles cerebellum cerebellum_csf brainstem brainstem_csf left_thalamus left_caudate left_putamen left_globus_pallidus right_thalamus right_caudate right_putamen right_globus_pallidus posterior_callosum mid_posterior_callosum central_callosum mid_anterior_callosum anterior_callosum icv
3M 563618.000000 94654.000000 10043.000000 54534.000000 11448.000000 8517.000000 3978.000000 5598.000000 1737.000000 2559.000000 1135.000000 5497.000000 1850.000000 2616.000000 1041.000000 4910.000000 740.000000 1065.000000 2229.000000 5578.000000 736749.000000
